id	filename	md5	size	state
8526838b-7497-45f5-9888-cda66c262726	TCGA-BLCA.8ceca9bb-f616-4a5d-a0d6-863719ab86a1.star_fusion.rna_fusion.tsv	fb467ea4e1fc68e34d6fc1eb9118db0e	19107	released
7716fa8c-aa68-49dd-926e-dc6f8c55e8ca	TCGA-BLCA.1412b2fa-9ff3-46b3-b3bc-850567bd2583.star_fusion.rna_fusion.tsv	15de168d0db1c1cf38f672c2229002ef	2716	released
a05181f8-f31c-46fa-b547-458175f0eb06	TCGA_BLCA.cbd4d6ba-184c-4a7c-acb3-d6005c6eb66c.wxs.VarScan2.somatic_annotation.vcf.gz	a6eca16fb7bd4c2252cb99b6d4d600e2	148020	released
96146cdd-ccb0-49c3-9bff-81ccf0c61e80	RUNIC_p_2TCGA235_237_250_242_mN_GenomeWideSNP_6_A03_1231070.grch38.seg.v2.txt	baa868294b59d3875cecc4099908b9ae	15211	released
aa12c72a-4922-476e-8607-268d0a553966	NAVVY_p_TCGAb_401_NSP_GenomeWideSNP_6_C12_1487118.CEL	b2b2c71dc4b8b5295ac838ed0bcac7f0	69065781	released
f737050e-91c8-4657-b822-35bb8c875d1d	2dbbc2cc-4769-4863-a796-f85339537fb4.mirbase21.isoforms.quantification.txt	19bd10bedd22d07d81a9e9181e7bcd55	346689	released
29573094-3f7b-43c4-8948-aa7fd6987001	RUNIC_p_2TCGA235_237_250_242_mN_GenomeWideSNP_6_A03_1231070.nocnv_grch38.seg.v2.txt	dee79f698548ed54c10f3df87cf4d30c	3052	released
e69605d2-9186-4dcb-a534-347ef6feb855	fb8388bd-0cbc-416a-9869-e49876008859.wxs.MuTect2.aliquot.maf.gz	db455268b625af79ffa1aad0a301f2e8	1032198	released
567f32b8-8864-4cd8-b7f8-83265ff3400e	TCGA-BLCA.d403e24d-5c4a-47d9-81f4-0356cfe22243.arriba.rna_fusion.bedpe	a3d1d3829a4ae7352b7701e86013d3ef	1623	released
c8d7471b-5100-468f-ba1d-8a56d8b7c86d	9a7ca3a1-631f-41ba-a490-04d470c4af8e_wgs_gdc_realn.bam	07f270dee9d69f8ee8327e6c722a8a2c	32644046264	released
6e2c5226-0f97-445b-b99b-ea8e69ec6666	f45082a5-05d6-4651-859b-91c62775d8b4_noid_Red.idat	aa1bb429f3a3884466da098800327ee4	8095278	released
6f358b62-5fc0-491e-b568-87031983ccd2	601b3cfb-77d6-4254-ba4d-4b0f46eed792.rna_seq.chimeric.gdc_realn.bam	f3fef14464efded5d737c240b97b9da2	120774683	released
3c9cda27-df63-46df-a65a-dbb376f8d3e0	NAVVY_p_TCGAb_401_NSP_GenomeWideSNP_6_D01_1487074.grch38.seg.v2.txt	8843dc671d19bbe6abba38fe597144dd	50850	released
60608f75-ec60-4322-9f25-4ef40e15b7af	a4f339d7-9592-4d38-bf11-a3600268ae45.wxs.VarScan2.aliquot.maf.gz	78d032ddf39bdfc4d96e1a32747c618e	369344	released
be8f3bf3-f301-420a-b2dc-a7ec3985b67d	STING_p_TCGAb_356_357_NSP_GenomeWideSNP_6_A03_1388240.grch38.seg.v2.txt	8fd7b823baacde4668213ea33c3068b8	31755	released
0d501272-270e-4ceb-aa7d-cb06f98e0c20	STING_p_TCGAb_356_357_NSP_GenomeWideSNP_6_A02_1388346.birdseed.data.txt	cd5d77f3f616098df1898f741ccf5bca	20850936	released
d98d363a-919b-4409-be91-9afb93ab28b6	TCGA_BLCA.3421fb27-3141-4aab-a4f9-cf47e3017192.wxs.MuTect2.somatic_annotation.vcf.gz	1e93c024f26a5f48288400d21c05c3d8	1404103	released
598940d7-f46c-4edb-b1eb-9768f3f2fce5	5aa6633e-6c61-4a73-8ebb-04d4e3982161_noid_Red.idat	882faa8fe3b61cf38f5e764ed8741afd	8095304	released
2bab3bdc-10c4-4ce1-925a-6baddf9f8fb5	a8fce424-88f8-4754-9d2b-49679aa7dfeb.wxs.Pindel.aliquot.maf.gz	c733e7cd608b6d58c153d155c7596bd2	41604	released
bfdf7794-bd00-4df7-802e-e3f2d026c6a9	NAVVY_p_TCGAb_401_NSP_GenomeWideSNP_6_D01_1487074.nocnv_grch38.seg.v2.txt	751cece6f997a430970b896ec5b14a55	28785	released
06d11e12-fdb9-492a-87d6-5626a212d18a	RUNIC_p_2TCGA235_237_250_242_mN_GenomeWideSNP_6_A03_1231070.birdseed.data.txt	70a09ce83ab8136e2dd0bf08a56c1a32	20850948	released
73634eaa-3aa9-4cac-938c-ad0d0f18ce21	nationwidechildrens.org_ssf.TCGA-K4-A3WV.xml	2d77a9c78628d7b3bae277468aff8099	19493	released
1dfb25d8-1da3-4d05-9f98-085abb35bc52	NAVVY_p_TCGAb_401_NSP_GenomeWideSNP_6_D01_1487074.CEL	d0c3e4f7a03470d6e043f8a9e4cd9659	69046377	released
49833341-35a2-4092-945c-a35882681438	019db289-ece0-4a5c-8ba9-65be2bb7635f_wgs_gdc_realn.bam	b3c92afdee6080a9d44bd691746ff143	32474603596	released
7952e888-a7f6-4e2d-8d03-69257106c5a2	nationwidechildrens.org_biospecimen.TCGA-DK-AA6L.xml	fecbf902dbb40023782e887179005877	53888	released
81eeb9e4-2407-44a2-b38d-ba2ec6c31b9f	TCGA-K4-A3WV-01A-21-A23Y-20_RPPA_data.tsv	e8ad6726d81098a6c26f2e8648dde7ab	22083	released
c2335d67-7cfb-4549-a185-2c34c48515bd	nationwidechildrens.org_clinical.TCGA-DK-AA6L.xml	bba8cab9e85db19020d06f14a46edb69	30055	released
50e222bf-2b5c-47e3-9ebf-1b3be3e0fdd2	a61ec3fe-a8aa-416d-939e-599d4d60f9ce.rna_seq.transcriptome.gdc_realn.bam	3efb83511aab698c59eec09b778be87a	11357230264	released
65ed595a-517c-44d7-b066-9f464ef14e18	TCGA_BLCA.aa1f3f90-aea9-4196-9a8b-cdf13b735426.wxs.MuTect2.somatic_annotation.vcf.gz	e48580003330087d8acca2550f3fb96c	1454158	released
3d829ab6-da00-4d11-a8fd-c8bcda263e1e	8a4d3f88-7b08-46cb-a542-b7d3bd68bf09_wxs_gdc_realn.bam	d4115778d1dc177c256187be24426baf	10352711136	released
eacd1e75-d141-473a-b957-2cff0559d7c8	a61ec3fe-a8aa-416d-939e-599d4d60f9ce.rna_seq.genomic.gdc_realn.bam	db13d3712e714a8cbe6052a444ce4a73	6250231710	released
e380cfd8-3677-4517-9117-08b4f3bd505d	a61ec3fe-a8aa-416d-939e-599d4d60f9ce.rna_seq.augmented_star_gene_counts.tsv	76f5195afb61c6e0101f984f88efb653	4217946	released
739e8c30-5a1d-4139-a9b6-3f1a36796adf	TCGA-2F-A9KT-01A-11R-A38M-13_mirna_gdc_realn.bam	f02fb89b34f077ca4f8618429de1d225	140360099	released
376c7abf-c638-4ab8-b77b-00181ef63f92	HERMS_p_TCGAb_391_NSP_GenomeWideSNP_6_D04_1473656.CEL	aeb907fd309b32bf1dd3dc73f6e348f8	69059117	released
30df4779-ceb5-46ce-be07-7fb41c32974f	TCGA-BLCA.6191bb80-fbca-41be-a7ea-d4127cf11324.arriba.rna_fusion.bedpe	9859d1cfb190158f88edb63e2e14653f	6069	released
9ec54c62-8b32-405c-92f5-877b822e4c7f	f616a549-b510-46b5-a55f-0eb2eaddbd4e.rna_seq.chimeric.gdc_realn.bam	937c5035c876a42fc19d14a14d32afa0	49938519	released
20f3101b-d33c-4f27-a4df-c0efc860ce83	nationwidechildrens.org_omf.TCGA-FD-A5BT.xml	a2237840a0d425b1475e7dc445bd31d1	11084	released
1f4a0ea1-3de7-4d0a-b3ca-7ae4862f13c2	HERMS_p_TCGAb_391_NSP_GenomeWideSNP_6_D04_1473656.birdseed.data.txt	fe4aa9ff9636c8c211b7e69f6f538fe7	20850928	released
643fb4c3-d4d5-4df2-bd71-af88cd2639a7	4aa96891-835c-4097-8164-ff3dda6f323d.mirbase21.isoforms.quantification.txt	db6400149a290621bc5027e815b3d0ce	333976	released
a073f686-b7bb-4831-bd74-a5f6411c4098	f616a549-b510-46b5-a55f-0eb2eaddbd4e.rna_seq.augmented_star_gene_counts.tsv	1ee02a55c415eb6d50055addb605c7e6	4226666	released
140c32b9-740a-4470-a055-a15cdbe75430	f616a549-b510-46b5-a55f-0eb2eaddbd4e.rna_seq.star_splice_junctions.tsv.gz	47004fea9a47747a79d7f801d69cf2e1	2203715	released
d844d8b6-6646-4868-ab3a-478b60a9bd4c	f616a549-b510-46b5-a55f-0eb2eaddbd4e.rna_seq.transcriptome.gdc_realn.bam	a140d1232813c170b08b0e9c1a184717	10050904513	released
59daa1fd-1363-44f9-b300-30ae7745cf2c	8003d15a-7c25-4e5c-b6d5-c5c937a6af46.wxs.muse.raw_somatic_mutation.vcf.gz	f57f06e5a5116fa831e6839110fa52f2	38801	released
f72bac16-5e3c-42f6-b99a-ebc9a334e918	9711be7f-c383-4281-9865-06f8bb01dac7.mirbase21.mirnas.quantification.txt	c029870d7bb231d078303e75b50acdbf	50394	released
cc5f66ea-33e7-48a5-a6a0-024a361b05c5	f8c23b69-bc44-47cf-8388-592e876401a8.wxs.mutect2.raw_somatic_mutation.vcf.gz	33c436e12fad5330e8af9ff3b16da791	184727	released
9f29654e-41dc-4d71-b6b0-254c1182800c	HERMS_p_TCGAb_391_NSP_GenomeWideSNP_6_D05_1473554.birdseed.data.txt	3a7a0efa91a40e7c8449eac4b357e346	20850928	released
e1c2c30c-7e43-44f4-8238-c4e0e1d446a0	TCGA_BLCA.e7e5c967-96ce-419c-a4e0-039b0ae5db0b.wxs.MuTect2.somatic_annotation.vcf.gz	5f64761c4fb2b2737e047fee76804a55	1223934	released
89f8eb58-4471-4c5c-ac06-ea31563f477b	6c0b4f37-f589-49da-ae95-1e990c3040bd_noid_Red.idat	bf2a14de116bb130addfdfb15d2350e1	8095279	released
e8f74c88-f07e-4892-8a9e-8daaa4bc789d	HERMS_p_TCGAb_391_NSP_GenomeWideSNP_6_D05_1473554.grch38.seg.v2.txt	9f8e95f5996ad569cecff5cbb6b58723	51317	released
bc9e3954-59d0-4f25-9022-42c97db7aea2	TCGA-2F-A9KT-01Z-00-DX1.ADD6D87C-0CC2-4B1F-A75F-108C9EB3970F.svs	824785fee9387dcf46a7058a0722739b	2658499382	released
33459636-9b30-4900-8a17-eb60ad809901	nationwidechildrens.org_ssf.TCGA-2F-A9KT.xml	d826835b5deb4d8a7b24cb0a57fd64b1	16613	released
040f43e6-0cbb-4722-800e-fee727020233	432b7d31-599b-410d-bfde-635761a6b84f.wxs.VarScan2.aliquot.maf.gz	f2b7995b6a8d89b2ea97f3f3f6bdee7e	341380	released
36b0167b-abdb-41df-8427-db9edfc0b72a	TCGA-BLCA.2912968d-8364-4bfa-bbef-d30c9cb0026d.star_fusion.rna_fusion.bedpe	d65ca860e0b5f05a652f5024f7cf09c8	1701	released
c096322e-3668-4c14-bdbb-da748730fd5a	fc9e67f6-2ed2-4f86-a0f1-2d81899923eb_wxs_gdc_realn.bam	fe9121f81095e7ac0bbd3b9799c2d1b2	9942606274	released
a8143700-f0e4-4cbb-88a0-41fa455cef30	TCGA-2F-A9KT-01Z-00-DX2.A06896B2-FC9A-430D-8F59-C89EEA002C8B.svs	c3a1807b74f08475eb8af61563e7de6f	2739398130	released
83a34034-21d6-4968-a5e6-d9229a4c104f	TCGA-2F-A9KT.EC566A42-E711-458F-8082-1C113AECDF60.PDF	74f224e4cac700c06c2c7461abc77a73	51773	released
808b10d3-5d1d-42a0-882d-ab7d563ae262	TCGA-2F-A9KT-01A-21-A459-20_RPPA_data.tsv	a39a41ae769a4de6ea491bc92c03f21c	23959	released
ef999fa4-1d24-4fe8-83c7-7cf82f7e6530	6c0b4f37-f589-49da-ae95-1e990c3040bd.methylation_array.sesame.level3betas.txt	7e6fdbf9bd6f90c78886df1f45f71b9f	13131530	released
f46f44d6-28db-4489-9643-8a29d3114f63	bc268a14-6aaf-487d-9ea8-fa1bc2bac5fa.wxs.VarScan2.aliquot.maf.gz	ee0306e907c176a05a96d439899153dc	185972	released
f35ca21f-d7d4-4f61-a32f-b534faf63185	6c0b4f37-f589-49da-ae95-1e990c3040bd_noid_Grn.idat	265ef10d91bef4c078993755f74e76c9	8095279	released
cedaef8e-cad8-46bc-9233-d7a64dadc82f	TCGA-DK-A6B5.8265F65D-C5A6-4290-AE46-7A9A114C82C9.PDF	a6993c2b70c5dfbe5ab28ab2c239b36a	414493	released
05c250be-7ae7-4396-815c-1d248130af28	4aa96891-835c-4097-8164-ff3dda6f323d.mirbase21.mirnas.quantification.txt	f85f6d5370d32f0d618d15ea700809d4	50350	released
e8a05678-3ba0-4ab6-b799-c4b79bc99029	TCGA-BLCA.3e1bc27c-2be3-4bd5-91b9-49c9012830fd.star_fusion.rna_fusion.tsv	5ead0d7a34282e1e98767d0b63610aa4	9631	released
f35797de-a641-4844-bf72-23f86c9078cc	e9249522-5c57-44bd-8c1d-055ed91c85f0.wxs.MuSE.aliquot.maf.gz	ab060aaaefdd7b5f726fc94b3c486179	152607	released
412a305d-64c5-4541-9037-83170b969941	TCGA-BLCA.07e4ac5c-a10c-4e99-8cb6-06e8fd2c4992.arriba.rna_fusion.tsv	392e0635559b0a4db4d4776f7a09f8e3	15894	released
8af3e546-08bf-46d6-a6a1-487f9d081f2f	2af8ba0a-96f5-4e39-bbcf-e38c99002510.wxs.MuSE.aliquot.maf.gz	090296adc25b9f5c6b60253d2c0375ea	304610	released
e8671851-79b1-4265-be8c-541144eb92dd	f8c23b69-bc44-47cf-8388-592e876401a8.wxs.muse.raw_somatic_mutation.vcf.gz	4a6609bbb0c31807cb531a7acf5ad8d5	28795	released
b51548e7-eb30-40ce-8b8f-64894464813d	TCGA_BLCA.352bdcce-9373-4833-8219-236f038b1176.wxs.VarScan2.somatic_annotation.vcf.gz	8c1377fd7e06e24825005900ae8420a7	250598	released
92285e23-d316-45ef-a55d-5c43a49139f2	b86c836e-1eb7-456c-8a86-297a252e8734.wxs.aliquot_ensemble_raw.maf.gz	f8b8433a9e8fde4ad151efbcd4232721	286516	released
02532d25-673d-4029-8f02-41dd1898d87d	aaecfda6-661b-4b2e-a869-c6aab0bbecb7.rna_seq.chimeric.gdc_realn.bam	ced5afa456ebf9cc8b94f0531be44b92	117534263	released
f1b42e27-bcfd-4e87-9034-d1821664f671	TCGA_BLCA.72d326bf-8672-4d14-82df-0e0a11fef93c.wxs.Pindel.somatic_annotation.vcf.gz	f3fdb0a7892dd1a12822f3a0fd263413	37723	released
229df5ac-cabe-413a-8395-b4326ca1a250	fce9f737-593f-44e1-aaf1-3412298b7d3e.wxs.aliquot_ensemble_raw.maf.gz	e2b9944e2a8a4cc9e91d1d8f774535b6	151544	released
b481ee62-f555-4251-8023-76f9bec037b8	TCGA-DK-A6B5-01A-21-A458-20_RPPA_data.tsv	4fe814f0b3c9b0c136adc9dd2ea006b7	22099	released
a7bfd510-5302-433b-93d7-fc5d293fe995	NAVVY_p_TCGAb_401_NSP_GenomeWideSNP_6_A12_1486968.nocnv_grch38.seg.v2.txt	5cdeb8539c54eb242c5aeeb1ab369649	2918	released
ca6564b9-e08a-45d5-89c3-49ae59b3465f	NAVVY_p_TCGAb_401_NSP_GenomeWideSNP_6_A12_1486968.grch38.seg.v2.txt	15a7d9534d6feb3c4d12545786e724d1	24119	released
1640d1ff-46ab-42fc-b319-3d7f4ccf4c6a	fdab99d3-963c-47f0-a941-a41b05538970.wxs.aliquot_ensemble_raw.maf.gz	098883444f28784bd1bb2436c614fe23	187165	released
2c9c3a31-a2c5-42f6-9d0b-18d3be9b3dcb	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_A04_1365272.birdseed.data.txt	943ff7c6da972b3fa74c007b140d0c77	20851934	released
cde363ca-4315-480f-bfb4-c1990e2cb9df	TCGA-BLCA.c0cd7512-7c51-4889-b99b-fa5dd559d24a.arriba.rna_fusion.tsv	2155c62287f4ba085da2ccde4b07602a	4529	released
ac5c4464-f1ee-4cdb-8042-57ddb0489b9f	TCGA-DK-A6B5-01A-11R-A31R-13_mirna_gdc_realn.bam	c3a0983eb527327b0a9ee11af94fc7ef	197949436	released
b5a926c7-9d20-4410-992c-ee06591a837e	nationwidechildrens.org_ssf.TCGA-DK-A6B5.xml	cfc586950f623d327fc0859e6c6f0170	16649	released
9e6b6cce-73a1-4b09-b554-2795ab76962d	f8c23b69-bc44-47cf-8388-592e876401a8.wxs.varscan2.raw_somatic_mutation.vcf.gz	d22d9811b2b7622a4b7f9860f4fef5cd	39581	released
711101d2-4b1e-403d-8954-f214d1c741d7	TCGA_BLCA.2a273e09-2530-4d3a-8893-66051a4475cc.wxs.Pindel.somatic_annotation.vcf.gz	823bfa5f39679a0cc2588462f4443424	56228	released
65875939-9278-42ee-8dc7-2a26d35f00e2	1bc4eb63-5de5-40ba-8ad6-3635ede6dacc.wxs.varscan2.raw_somatic_mutation.vcf.gz	2b20123949b1e2dd6a55467b2719d5a0	44946	released
41c51e5c-c196-414c-88c1-c1bedd72a7d1	TCGA-BLCA.e1a681e8-460f-4ef0-9fda-bae70a9f627d.gene_level_copy_number.v36.tsv	0084bbccd6b88af3213c3760e37fe0bf	3447129	released
6b746dee-fb0c-46e8-a27b-2d6816c63490	d10fc0ef-df39-4aad-bc02-abddb8b92566.rna_seq.augmented_star_gene_counts.tsv	7dec9d79370f05901c8652aa53890933	4226745	released
a1219d97-0eaf-4566-9542-e73f1d44b948	9711be7f-c383-4281-9865-06f8bb01dac7.mirbase21.isoforms.quantification.txt	d6ae0b54737d497a949b190dd85516d4	380828	released
c7ef66f4-5470-4e01-80f5-e6fb8923667c	nationwidechildrens.org_clinical.TCGA-ZF-AA54.xml	45e42be66306f899cd4a573bc6892430	29337	released
4e968512-c106-4850-a762-2385be0a6490	3387aa53-cb12-4cef-9602-58ae4a5107a6_noid_Grn.idat	11d0f35e449e67e9f685add29eecbe99	8095286	released
6a96288d-16c6-48fc-bb61-8be92cd18ed1	CONGA_p_TCGA_b_317_318_319_NSP_GenomeWideSNP_6_A04_1365272.CEL	4fcc3a5779b55aa23560ccc0a72904c7	69059253	released
b114e849-956f-4fe1-b2e3-2b416494371c	TCGA_BLCA.abda5751-82da-4472-9a32-8085a8ff0d00.wxs.MuSE.somatic_annotation.vcf.gz	6476611103d30920bd79e3063c9118ec	411333	released
773c75c8-e6b9-4f10-82e1-722c3b8f3959	9a3a353c-b166-4795-8ac7-7f19774f20e5.wxs.MuSE.aliquot.maf.gz	9238f65cbc04e261a88d0d5dae11dda2	192453	released
06305864-3554-4afc-b158-008c31defaa9	TCGA-BLCA.2912968d-8364-4bfa-bbef-d30c9cb0026d.star_fusion.rna_fusion.tsv	f85f962c54bc63575449d92466602ccd	38057	released
3b366ac1-0eac-449b-8295-ff67e95979f2	b791021d-173e-4b08-8769-a9f289818d11_wgs_gdc_realn.bam	d9edde34ac8abe661e640cf248816087	49577322022	released
fc10debf-7fca-4141-9757-f8762b74bff9	TCGA-ZF-AA54-01A-21-A459-20_RPPA_data.tsv	dd9e3faf516a2ec7de28aee5dc4eb443	22073	released
2530a2aa-5953-43c8-a958-4684ab173fec	aaecfda6-661b-4b2e-a869-c6aab0bbecb7.rna_seq.transcriptome.gdc_realn.bam	17dbda8603cc1e130dd6a8e309d3d2bc	15895526828	released
82782c0b-46e6-4519-899a-109c0ee51528	NAVVY_p_TCGAb_401_NSP_GenomeWideSNP_6_B01_1486988.CEL	d439deb7c33493df5b1dde475fd0ed5b	69079169	released
8db3f6cf-05c6-41c6-ba12-a7daefc7cfed	nationwidechildrens.org_biospecimen.TCGA-ZF-AA54.xml	3972722e2c852b13cd98df1543b60e8e	53907	released
0e9d52b4-5481-4cfa-8b76-11f1fcb047c2	d10fc0ef-df39-4aad-bc02-abddb8b92566.rna_seq.genomic.gdc_realn.bam	93cc438439c28f879a7d216c2e7f66f3	4844656163	released
aebd36ac-bf1d-4ea6-95de-c75c0c2ca3a5	TCGA-BLCA.a59edbe4-8677-4e8a-b7ef-6cd583725022.star_fusion.rna_fusion.tsv	bb7a2b4f5253830997b23ad9f16427a9	4096	released
6359b2e6-08c3-4820-8f3b-d69d9702689a	TCGA-BLCA.eca599f4-b84a-4c8f-91ba-1af69f21e8d7.ascat2.allelic_specific.seg.txt	107ffc1b70d6d3f70a6e8ae7a4877bff	18648	released
dd9ef600-3b08-4323-9345-3a0a7f7056b1	TCGA-ZF-AA54-01A-01-TS1.6687B3CC-1F78-4EA6-BF93-D723B169F294.svs	f671f1c61076eb91d44bece3178d8e63	436094151	released
2f497e2a-3d6c-4a2c-8216-bb6184b9eb0b	4ae4a228-d935-4ea8-a3a9-82979f11d53b.rna_seq.star_splice_junctions.tsv.gz	6d307da93c88458dafb97f6b59b7c1ae	2480321	released
fd22bbd4-c41b-4c32-bdca-d87ef3b6eab6	NAVVY_p_TCGAb_401_NSP_GenomeWideSNP_6_A12_1486968.birdseed.data.txt	1f29ad18add5d30afa2a9adf3f417d99	20850928	released
fed80116-d0b0-4293-8fdd-dd57a0a524de	6b9ec689-92da-4929-87a9-c3fa7c29ba58.mirbase21.mirnas.quantification.txt	a2c190bb6f1180ad5f44198d7818f9d9	50205	released
7e7a185d-09ae-4976-a9b5-2ab2c82a64da	nationwidechildrens.org_ssf.TCGA-DK-A3WX.xml	2e4eb9b45619a20953440b9515f0b7dd	16604	released
ed76fc3b-9b2f-44e7-b9b8-e141335706bb	TCGA_BLCA.9ef26fc2-236a-451c-9837-99a058c51db8.wxs.MuTect2.somatic_annotation.vcf.gz	a5d148d9d986ccc6831935f5c7bc165d	1150998	released
e7d35cbf-ec39-4db0-b8fc-f1333168c655	d10fc0ef-df39-4aad-bc02-abddb8b92566.rna_seq.transcriptome.gdc_realn.bam	ff09eb8a9ae4495cb5599485081215be	12231605502	released
